alpha,beta,sigma,specie
-5.325740538,3.087983113,0.093985504,SOLEVUL
-5.418560612,3.22802648,0.093740086,SOLEVUL
-4.947843839,3.165691396,0.092655111,SOLEVUL
-5.286855022,3.079061109,0.092765789,SOLEVUL
-5.234123711,3.083650815,0.093506054,SOLEVUL
-5.141454525,3.241881799,0.093322294,SOLEVUL
-5.310822111,3.202840893,0.093243979,SOLEVUL
-4.858593483,3.149687,0.093077077,SOLEVUL
-5.047475131,3.114030589,0.093933309,SOLEVUL
-5.317694489,3.127926953,0.092657525,SOLEVUL
-5.116757302,3.114213979,0.093752528,SOLEVUL
-5.363602889,2.990146667,0.092550992,SOLEVUL
-5.419130703,3.136881623,0.092838289,SOLEVUL
-5.381251818,3.290426069,0.093839337,SOLEVUL
-5.277965262,3.18075707,0.092998985,SOLEVUL
-4.913161119,3.158360456,0.093397339,SOLEVUL
-5.225048369,3.008640099,0.093544116,SOLEVUL
-5.177635383,3.199030381,0.093881915,SOLEVUL
-5.456269426,3.181278884,0.093241029,SOLEVUL
-5.64810542,3.078158171,0.0928557,SOLEVUL
-5.260045756,3.175183859,0.09324327,SOLEVUL
-5.404350353,3.150436019,0.093087964,SOLEVUL
-5.082442425,3.101143475,0.093509152,SOLEVUL
-5.125781172,3.058547707,0.093502966,SOLEVUL
-5.263084654,3.085367887,0.092601548,SOLEVUL
-5.242438365,3.233710723,0.093132932,SOLEVUL
-5.1064668,3.162062636,0.092921591,SOLEVUL
-5.249618617,3.215282362,0.093651181,SOLEVUL
-5.170911117,3.008159156,0.092417914,SOLEVUL
-5.362147702,3.29347928,0.093171865,SOLEVUL
-5.297396472,3.107422222,0.09292564,SOLEVUL
-5.540890425,3.193761237,0.092884081,SOLEVUL
-5.333775803,3.170468557,0.093457446,SOLEVUL
-5.285055571,3.086351984,0.093060093,SOLEVUL
-5.361616261,3.18730007,0.093110948,SOLEVUL
-5.309799811,3.198705413,0.093367675,SOLEVUL
-5.230884393,3.149853546,0.092978475,SOLEVUL
-5.297657889,3.164802114,0.09321606,SOLEVUL
-5.139656645,3.253890325,0.093353308,SOLEVUL
-5.113932227,3.093759832,0.093114107,SOLEVUL
-4.993408047,3.197402113,0.093585172,SOLEVUL
-5.441946202,3.14126988,0.093388553,SOLEVUL
-4.922737331,3.041211329,0.093421603,SOLEVUL
-5.328164789,3.244432551,0.092963922,SOLEVUL
-5.119779246,3.137661245,0.093320805,SOLEVUL
-5.142223751,3.093699621,0.092782612,SOLEVUL
-5.281535864,3.098830451,0.093067653,SOLEVUL
-5.156271981,3.146552803,0.093302389,SOLEVUL
-5.254979004,3.176933992,0.09295398,SOLEVUL
-5.364338365,3.165553421,0.093374947,SOLEVUL
-5.757594266,3.005818255,0.09297906,SOLEVUL
-5.296907189,3.199256152,0.093141696,SOLEVUL
-5.14537269,3.099620186,0.092758371,SOLEVUL
-5.280657739,3.157336941,0.09300017,SOLEVUL
-5.454788855,3.148460269,0.093920639,SOLEVUL
-5.401622315,3.207833866,0.093889445,SOLEVUL
-5.193104953,3.13788989,0.093063268,SOLEVUL
-5.227646745,3.280811382,0.093631822,SOLEVUL
-5.522348556,3.065064719,0.093283588,SOLEVUL
-5.338672039,3.190022047,0.093648457,SOLEVUL
-5.339088217,3.17266477,0.092664442,SOLEVUL
-5.325359804,3.043961334,0.0929676,SOLEVUL
-5.67526421,3.119564472,0.09330377,SOLEVUL
-5.104106854,3.156126753,0.093831757,SOLEVUL
-5.422491367,3.170328275,0.093426537,SOLEVUL
-5.418848246,3.160328324,0.092435296,SOLEVUL
-5.387582391,3.105106824,0.093134846,SOLEVUL
-5.228178885,3.161575879,0.092641592,SOLEVUL
-5.236812288,3.16290282,0.092992784,SOLEVUL
-4.947677251,3.173655465,0.092975447,SOLEVUL
-5.268417445,3.152079328,0.093062807,SOLEVUL
-5.540730246,3.190374796,0.09345525,SOLEVUL
-5.499092779,3.190117449,0.094244994,SOLEVUL
-5.222850196,3.20376676,0.093472834,SOLEVUL
-5.320368789,3.162443336,0.093102586,SOLEVUL
-5.06204702,3.101372427,0.093765681,SOLEVUL
-5.325025101,3.115979649,0.093324694,SOLEVUL
-5.075305943,3.149503324,0.09312369,SOLEVUL
-5.136530608,3.088468518,0.093660748,SOLEVUL
-5.286388585,3.086138787,0.092892827,SOLEVUL
-5.121970158,3.232372678,0.093399853,SOLEVUL
-5.458082273,3.042629482,0.09334315,SOLEVUL
-5.35640573,3.131438276,0.092972068,SOLEVUL
-5.325529107,3.211018685,0.092967851,SOLEVUL
-5.239493723,3.141457788,0.093658883,SOLEVUL
-4.98882749,3.164461243,0.092938672,SOLEVUL
-5.041501075,3.09853984,0.093314886,SOLEVUL
-5.397186665,3.183737859,0.093443171,SOLEVUL
-5.163374503,3.13425049,0.093088339,SOLEVUL
-5.254592601,3.202528076,0.093053106,SOLEVUL
-5.214159457,3.149291633,0.092778331,SOLEVUL
-5.4928519,3.114590373,0.093486324,SOLEVUL
-4.989512323,3.100936311,0.092264592,SOLEVUL
-5.625559897,3.146899387,0.093248231,SOLEVUL
-5.154667589,3.141223953,0.092976782,SOLEVUL
-5.232610922,3.151476465,0.093234263,SOLEVUL
-5.272515438,3.214814861,0.093154452,SOLEVUL
-5.045088588,3.123908926,0.093653265,SOLEVUL
-5.295282048,3.172123752,0.093628788,SOLEVUL
-5.372995437,3.22386309,0.093233321,SOLEVUL
0.33632177,2.944282774,0.155854352,SQUIMAN
0.36238387,3.122503506,0.157148026,SQUIMAN
0.389410272,3.03852415,0.156375389,SQUIMAN
0.392341023,3.021023723,0.157175917,SQUIMAN
0.511802419,3.038641998,0.156597441,SQUIMAN
0.316003217,2.847835546,0.155119945,SQUIMAN
0.538271179,2.88168627,0.157868996,SQUIMAN
0.482831551,3.02802215,0.156410553,SQUIMAN
0.438859148,3.049145824,0.155929248,SQUIMAN
0.223985205,3.137564217,0.157814697,SQUIMAN
0.52541051,3.076507393,0.155040122,SQUIMAN
0.478549494,2.94936954,0.154828058,SQUIMAN
0.528908678,2.946659569,0.1571518,SQUIMAN
0.525881837,2.972903877,0.155077349,SQUIMAN
0.535986384,3.078109739,0.155661409,SQUIMAN
0.510532871,2.89347299,0.15577859,SQUIMAN
0.410990121,2.887862395,0.156325354,SQUIMAN
0.540638589,3.019780489,0.154719439,SQUIMAN
0.405201537,2.836895949,0.156623938,SQUIMAN
0.200732138,3.089091746,0.156084929,SQUIMAN
0.537341634,2.995392503,0.156567676,SQUIMAN
0.49311153,3.015716007,0.155978401,SQUIMAN
0.529857914,2.949147231,0.156927655,SQUIMAN
0.376490044,3.116327101,0.155981191,SQUIMAN
0.763489128,2.91752504,0.155674165,SQUIMAN
0.586701512,3.066201701,0.156553977,SQUIMAN
0.372951506,2.838991808,0.156952741,SQUIMAN
0.397393805,3.001537238,0.156528505,SQUIMAN
0.400027982,3.051543161,0.155229716,SQUIMAN
0.551704093,2.93773975,0.156503014,SQUIMAN
0.296486681,3.041768423,0.156678526,SQUIMAN
0.644796672,2.896206687,0.155766291,SQUIMAN
0.590040773,3.186372337,0.156572456,SQUIMAN
0.467271011,2.922636392,0.156070761,SQUIMAN
0.460511558,2.850459354,0.156847696,SQUIMAN
0.442594065,2.924911693,0.155449079,SQUIMAN
0.352524422,3.14317319,0.155308601,SQUIMAN
0.475156001,2.984830111,0.155039614,SQUIMAN
0.383203539,2.95867966,0.155482397,SQUIMAN
0.521485861,2.94700981,0.155792014,SQUIMAN
0.476947271,2.998249163,0.156003953,SQUIMAN
0.627916169,3.069446878,0.15647047,SQUIMAN
0.533418489,2.863806924,0.157846948,SQUIMAN
0.661285424,3.006648107,0.155546094,SQUIMAN
0.560179033,2.990359447,0.154755256,SQUIMAN
0.48187594,3.147089307,0.156222223,SQUIMAN
0.218362013,3.014196233,0.155108469,SQUIMAN
0.261813924,3.12716699,0.15525264,SQUIMAN
0.393101121,3.044397223,0.155205568,SQUIMAN
0.321083535,3.029891936,0.156580096,SQUIMAN
0.403124611,2.900466233,0.156234269,SQUIMAN
0.501586246,2.996975155,0.156900931,SQUIMAN
0.309051773,3.119370589,0.156519881,SQUIMAN
0.506043906,2.80170942,0.155775211,SQUIMAN
0.418040779,2.822239197,0.155200513,SQUIMAN
0.446339881,2.932704397,0.154399284,SQUIMAN
0.227146316,3.161571237,0.155399481,SQUIMAN
0.589096238,3.103678988,0.156190286,SQUIMAN
0.513556652,3.15001205,0.154661011,SQUIMAN
0.309536815,3.053476026,0.156352055,SQUIMAN
0.648524642,3.016858668,0.156156918,SQUIMAN
0.352368987,2.981525972,0.155123466,SQUIMAN
0.263932542,3.02191228,0.156755115,SQUIMAN
0.670005312,3.047179792,0.157103825,SQUIMAN
0.397448035,2.964261305,0.155455228,SQUIMAN
0.574794456,3.073474816,0.156068937,SQUIMAN
0.513066541,2.989854646,0.155886203,SQUIMAN
0.443634425,2.930369097,0.154555359,SQUIMAN
0.550872313,2.924720976,0.155884422,SQUIMAN
0.445139398,3.029475191,0.154234783,SQUIMAN
0.419482432,2.725781956,0.156613331,SQUIMAN
0.440324156,3.091208919,0.155856314,SQUIMAN
0.467819975,3.10662971,0.154458661,SQUIMAN
0.629404065,2.963883152,0.155148228,SQUIMAN
0.467134458,3.044968401,0.157076778,SQUIMAN
0.552893636,3.079931407,0.154492432,SQUIMAN
0.420396126,2.996964866,0.155653328,SQUIMAN
0.556915419,3.015461927,0.156446187,SQUIMAN
0.167664069,3.050653338,0.154084745,SQUIMAN
0.240058206,2.995322128,0.155964081,SQUIMAN
0.37195415,3.191387155,0.156015277,SQUIMAN
0.474883257,3.243089812,0.156539131,SQUIMAN
0.603986462,3.178011927,0.156452055,SQUIMAN
0.198765626,3.046652203,0.155330005,SQUIMAN
0.431680019,3.063558961,0.157188382,SQUIMAN
0.434869437,3.029826087,0.156418589,SQUIMAN
0.331841515,3.162969767,0.15571808,SQUIMAN
0.389415394,2.929350853,0.155808868,SQUIMAN
0.368376879,3.080582768,0.155918361,SQUIMAN
0.459004703,3.153398215,0.155583121,SQUIMAN
0.393459572,3.041419289,0.155379834,SQUIMAN
0.556352992,2.965419995,0.156220075,SQUIMAN
0.330022608,3.125182283,0.155587845,SQUIMAN
0.323400091,2.895667015,0.156646354,SQUIMAN
0.368552412,3.071909286,0.156054222,SQUIMAN
0.447210481,2.993499259,0.15841276,SQUIMAN
0.356285955,2.97561878,0.155573586,SQUIMAN
0.498816252,3.074406599,0.155379818,SQUIMAN
0.645484074,3.083969331,0.156101486,SQUIMAN
0.39803384,3.090772776,0.155220662,SQUIMAN
-3.86514434,2.596621112,0.194425038,TRIGLUC
-3.730729964,2.731263538,0.194959007,TRIGLUC
-3.928284993,2.662937429,0.199787657,TRIGLUC
-3.68554534,2.691246497,0.186305448,TRIGLUC
-3.527434296,2.719792097,0.19303063,TRIGLUC
-3.533635688,2.71228053,0.190879198,TRIGLUC
-3.761576675,2.712888123,0.198676264,TRIGLUC
-3.793909828,2.657474616,0.204277021,TRIGLUC
-3.983669593,2.648971139,0.19799286,TRIGLUC
-3.94031535,2.702585869,0.197897381,TRIGLUC
-3.898598324,2.637275987,0.186929714,TRIGLUC
-3.517294548,2.64447501,0.184610968,TRIGLUC
-3.515669732,2.712212582,0.191118049,TRIGLUC
-3.832179813,2.661567933,0.205098225,TRIGLUC
-3.45180611,2.663679729,0.200741981,TRIGLUC
-3.78874184,2.644335126,0.189060581,TRIGLUC
-3.840286383,2.717593934,0.195122762,TRIGLUC
-3.698272695,2.71090379,0.195725795,TRIGLUC
-3.710954539,2.711713842,0.191941044,TRIGLUC
-3.529481975,2.649271671,0.196459276,TRIGLUC
-3.812712274,2.719284448,0.199620422,TRIGLUC
-3.700058947,2.717446741,0.180855006,TRIGLUC
-3.933889339,2.723614152,0.193246542,TRIGLUC
-3.729028286,2.718478456,0.18920694,TRIGLUC
-3.762619929,2.749627474,0.199761106,TRIGLUC
-4.041023073,2.723410654,0.19174664,TRIGLUC
-3.484102413,2.711368435,0.188693943,TRIGLUC
-3.659759383,2.655672761,0.188520951,TRIGLUC
-3.427678284,2.663551816,0.198798238,TRIGLUC
-3.695104559,2.704369394,0.193995696,TRIGLUC
-3.726874933,2.718233567,0.191220567,TRIGLUC
-4.13281855,2.594905457,0.190152882,TRIGLUC
-3.851146194,2.72617784,0.186949674,TRIGLUC
-3.714910325,2.756731047,0.201422919,TRIGLUC
-3.709134326,2.812555065,0.203616636,TRIGLUC
-3.838593446,2.762646288,0.196161483,TRIGLUC
-3.626131155,2.662593935,0.194308645,TRIGLUC
-3.781186184,2.688763495,0.188938802,TRIGLUC
-3.81608856,2.723290579,0.193864841,TRIGLUC
-3.637469654,2.622057418,0.18945446,TRIGLUC
-3.636411784,2.724179472,0.201525271,TRIGLUC
-3.639091695,2.647298765,0.186128593,TRIGLUC
-3.741895456,2.647760002,0.189054872,TRIGLUC
-3.849641689,2.698543541,0.182315943,TRIGLUC
-3.865771421,2.632279704,0.192384088,TRIGLUC
-3.94031535,2.51969224,0.201039755,TRIGLUC
-3.894438496,2.708535864,0.192117591,TRIGLUC
-3.706308753,2.679277489,0.197670325,TRIGLUC
-3.971177593,2.557171242,0.193735478,TRIGLUC
-3.89605437,2.730985535,0.204719078,TRIGLUC
-4.004361179,2.712888123,0.185150446,TRIGLUC
-3.893530142,2.712767873,0.184945657,TRIGLUC
-3.939051841,2.716447553,0.192635962,TRIGLUC
-3.749999408,2.607060578,0.205059336,TRIGLUC
-3.622594129,2.708099367,0.189833725,TRIGLUC
-3.84344125,2.744948451,0.19007902,TRIGLUC
-3.708269656,2.63020135,0.193251845,TRIGLUC
-3.880883708,2.652380176,0.19290553,TRIGLUC
-3.742542246,2.636796457,0.191996545,TRIGLUC
-3.951015855,2.734315245,0.188741458,TRIGLUC
-3.680940413,2.69887252,0.196705879,TRIGLUC
-3.783975231,2.666248129,0.190214681,TRIGLUC
-3.767222485,2.666960688,0.189969504,TRIGLUC
-3.878159674,2.713831813,0.190675208,TRIGLUC
-3.698744169,2.634758728,0.199524111,TRIGLUC
-3.895638271,2.722604799,0.196668213,TRIGLUC
-3.717073936,2.71653814,0.199200294,TRIGLUC
-3.971438963,2.769042361,0.201754879,TRIGLUC
-3.643090207,2.68491405,0.191737025,TRIGLUC
-3.822781213,2.607489183,0.188263256,TRIGLUC
-3.648461366,2.688460131,0.199388872,TRIGLUC
-3.621631452,2.792987987,0.185323876,TRIGLUC
-3.596441881,2.753033064,0.189247388,TRIGLUC
-3.608595405,2.712888123,0.18884786,TRIGLUC
-3.563130623,2.67391434,0.19111039,TRIGLUC
-3.798862171,2.655290107,0.202363327,TRIGLUC
-3.699011609,2.741199067,0.199124179,TRIGLUC
-3.63664683,2.67967614,0.194759043,TRIGLUC
-3.494265875,2.834795641,0.187787523,TRIGLUC
-3.518460715,2.718363409,0.189456757,TRIGLUC
-3.86514213,2.552213371,0.199990837,TRIGLUC
-3.687775199,2.640059629,0.193133663,TRIGLUC
-3.849743568,2.702900336,0.189772206,TRIGLUC
-3.752960267,2.717596596,0.189300009,TRIGLUC
-3.973985973,2.727986163,0.193913191,TRIGLUC
-3.797883246,2.760025571,0.20808058,TRIGLUC
-3.920420719,2.703633649,0.2052871,TRIGLUC
-3.809281368,2.746850712,0.192993594,TRIGLUC
-3.681002138,2.778814873,0.197886042,TRIGLUC
-3.831660903,2.625345572,0.197602717,TRIGLUC
-3.5493257,2.70684885,0.196061786,TRIGLUC
-3.728328704,2.7509424,0.199620076,TRIGLUC
-3.689947836,2.706917768,0.198171516,TRIGLUC
-3.518463541,2.760647883,0.189597685,TRIGLUC
-3.765885393,2.600642862,0.184821912,TRIGLUC
-3.887022877,2.707110905,0.188953883,TRIGLUC
-3.82552556,2.69642545,0.189293769,TRIGLUC
-3.542009761,2.738506211,0.19889331,TRIGLUC
-3.644703828,2.680816387,0.19953026,TRIGLUC
-3.678502581,2.656124642,0.195326513,TRIGLUC
-5.11320675,3.15688941,0.07961676,MULLBAR
-5.099453826,3.198448732,0.083907506,MULLBAR
-5.015000846,3.169911757,0.081644014,MULLBAR
-4.941208019,3.227669922,0.082571112,MULLBAR
-5.119792112,3.190982292,0.081760494,MULLBAR
-4.997801319,3.209328534,0.080891636,MULLBAR
-5.081805449,3.18555246,0.085152311,MULLBAR
-4.987265443,3.187445741,0.082868285,MULLBAR
-5.047044881,3.156148789,0.083475629,MULLBAR
-5.075753168,3.244512847,0.081218682,MULLBAR
-4.991736419,3.188646691,0.081341764,MULLBAR
-4.976691345,3.205176749,0.081185517,MULLBAR
-5.104403951,3.226968813,0.084167439,MULLBAR
-5.03872575,3.186399165,0.080612495,MULLBAR
-5.00149224,3.186399165,0.081149273,MULLBAR
-5.039005993,3.171774016,0.084192792,MULLBAR
-5.008407235,3.176615811,0.081108568,MULLBAR
-5.053624316,3.178192434,0.081746063,MULLBAR
-5.024509948,3.21188991,0.083995379,MULLBAR
-4.97228291,3.19915439,0.080413441,MULLBAR
-5.135892508,3.155534676,0.084807163,MULLBAR
-5.025799208,3.204803055,0.083943131,MULLBAR
-5.016898979,3.215373969,0.080379992,MULLBAR
-5.037391792,3.235467902,0.083220262,MULLBAR
-4.976159482,3.174778887,0.080518529,MULLBAR
-5.061410956,3.192892421,0.08010625,MULLBAR
-5.164544538,3.195563495,0.081787343,MULLBAR
-5.077403697,3.183301118,0.084153041,MULLBAR
-5.086209367,3.177694505,0.082218271,MULLBAR
-5.041712774,3.220593306,0.084050402,MULLBAR
-5.001338802,3.216052891,0.080016339,MULLBAR
-5.111916987,3.183923544,0.078349355,MULLBAR
-5.09346034,3.208612589,0.081699612,MULLBAR
-5.040803424,3.203951809,0.080754633,MULLBAR
-5.101655612,3.212752403,0.083806366,MULLBAR
-4.983006211,3.218402363,0.084330034,MULLBAR
-5.028012155,3.183052306,0.079894457,MULLBAR
-5.004292669,3.203031813,0.082770155,MULLBAR
-4.984382371,3.212876798,0.080595309,MULLBAR
-4.894826949,3.202691216,0.081496138,MULLBAR
-5.100483613,3.20074397,0.078619637,MULLBAR
-5.13570347,3.198361714,0.082988176,MULLBAR
-5.03665285,3.197970581,0.082774582,MULLBAR
-5.001999065,3.18555246,0.085478249,MULLBAR
-5.063242877,3.211194235,0.085957673,MULLBAR
-5.027296401,3.231803953,0.083584252,MULLBAR
-4.994032269,3.188163352,0.08183235,MULLBAR
-5.012178173,3.215286897,0.084390154,MULLBAR
-5.037338158,3.208470409,0.080169248,MULLBAR
-5.013582053,3.214068291,0.084231918,MULLBAR
-5.167021121,3.208613623,0.083015841,MULLBAR
-5.061632866,3.23200701,0.081278808,MULLBAR
-5.037309628,3.152417012,0.080916167,MULLBAR
-5.042554153,3.18555246,0.08291843,MULLBAR
-5.022947733,3.203604428,0.083163914,MULLBAR
-5.01544542,3.209871345,0.081135779,MULLBAR
-4.975030472,3.224802391,0.08328328,MULLBAR
-5.06486441,3.209128687,0.083583838,MULLBAR
-5.053983399,3.204377306,0.079410923,MULLBAR
-5.063601659,3.215234646,0.080283675,MULLBAR
-5.048127298,3.209386408,0.080103901,MULLBAR
-5.032192334,3.188015708,0.080150698,MULLBAR
-4.9899698,3.194205593,0.083249072,MULLBAR
-5.105765663,3.186399165,0.086261122,MULLBAR
-5.058154012,3.190247831,0.079842071,MULLBAR
-4.992409009,3.181430117,0.079998481,MULLBAR
-5.024426396,3.216383049,0.082976573,MULLBAR
-5.087480029,3.172812016,0.079738385,MULLBAR
-5.126638098,3.200358517,0.086376122,MULLBAR
-5.005690903,3.229590397,0.081604718,MULLBAR
-5.057429166,3.186694582,0.084652768,MULLBAR
-5.072791161,3.210853979,0.08188164,MULLBAR
-5.028703469,3.185327618,0.083108412,MULLBAR
-5.093586074,3.195189481,0.082917115,MULLBAR
-5.006125148,3.180374261,0.084668029,MULLBAR
-5.047296466,3.204714697,0.081696486,MULLBAR
-5.033254896,3.18555246,0.083260855,MULLBAR
-5.063404548,3.160471937,0.081280547,MULLBAR
-5.069210525,3.173607177,0.081569073,MULLBAR
-5.153081313,3.193476795,0.07975377,MULLBAR
-5.054619459,3.165941043,0.081206253,MULLBAR
-5.058729257,3.185140907,0.079961575,MULLBAR
-5.03665285,3.18555246,0.083740819,MULLBAR
-5.025257251,3.193274077,0.082641544,MULLBAR
-4.973521303,3.178749997,0.082635548,MULLBAR
-5.016449511,3.173875599,0.080315165,MULLBAR
-5.085159486,3.197335181,0.081389042,MULLBAR
-5.078962154,3.191329215,0.084785084,MULLBAR
-5.046449672,3.167873833,0.0824532,MULLBAR
-5.097715786,3.159776501,0.082743234,MULLBAR
-5.054165424,3.189654724,0.083951532,MULLBAR
-5.080940914,3.19572307,0.083465816,MULLBAR
-4.997805288,3.214499532,0.079049495,MULLBAR
-5.128206188,3.154564876,0.079846005,MULLBAR
-5.043513875,3.197887287,0.082136589,MULLBAR
-5.094798585,3.186107903,0.081772092,MULLBAR
-5.036661904,3.180158809,0.082936244,MULLBAR
-4.969513784,3.203992192,0.083427282,MULLBAR
-5.071983353,3.19681461,0.081689306,MULLBAR
-5.068834158,3.21125455,0.08359013,MULLBAR
-3.825437828,2.754736833,0.061428034,SPARAUR
-3.926316969,2.927178457,0.069095925,SPARAUR
-3.426070795,2.832240553,0.066381108,SPARAUR
-3.995938846,2.822088463,0.059120183,SPARAUR
-3.756116198,2.796103057,0.066473159,SPARAUR
-3.956719156,2.993941925,0.06473449,SPARAUR
-3.803429658,2.872396653,0.059549898,SPARAUR
-3.613705998,3.020215025,0.060917025,SPARAUR
-4.091274867,2.755467609,0.069924176,SPARAUR
-3.672023548,2.869924967,0.064557851,SPARAUR
-3.644955729,2.777214832,0.065140509,SPARAUR
-3.948611095,2.748415425,0.062070789,SPARAUR
-3.848321483,2.93748289,0.071165623,SPARAUR
-4.196806298,2.798509521,0.067191524,SPARAUR
-4.029001744,2.865155507,0.064859128,SPARAUR
-3.738094944,2.936826919,0.063671642,SPARAUR
-3.574718104,2.765666185,0.06325846,SPARAUR
-3.903724095,2.70798042,0.063425793,SPARAUR
-4.080321809,2.926962727,0.068242083,SPARAUR
-3.822461362,2.855180497,0.062201623,SPARAUR
-4.120623427,2.872588736,0.061840392,SPARAUR
-3.860163478,3.01234186,0.063816169,SPARAUR
-3.956075017,2.995130256,0.065888526,SPARAUR
-3.92283155,2.824369335,0.061592357,SPARAUR
-3.815205905,2.871407957,0.065532429,SPARAUR
-3.981877815,2.974365764,0.06152971,SPARAUR
-3.725992736,2.806115099,0.060130383,SPARAUR
-4.188889058,2.855639678,0.068121558,SPARAUR
-3.988302494,2.994066681,0.063846009,SPARAUR
-3.71404493,2.87368021,0.066372102,SPARAUR
-3.760092187,2.793732719,0.065181026,SPARAUR
-3.739617479,2.929637237,0.064093693,SPARAUR
-4.086402754,2.894689443,0.070179638,SPARAUR
-4.107833297,2.807323714,0.062898667,SPARAUR
-3.522751807,2.836003666,0.06569887,SPARAUR
-3.857872298,2.823255336,0.065952937,SPARAUR
-4.05117489,2.872814577,0.063544083,SPARAUR
-3.94116666,2.794628684,0.061326662,SPARAUR
-3.664066651,3.016420084,0.07511749,SPARAUR
-4.380233517,2.920980845,0.064978199,SPARAUR
-3.8646318,2.873060727,0.070352748,SPARAUR
-4.0182589,2.989462084,0.069935671,SPARAUR
-4.010187364,2.878767168,0.066247561,SPARAUR
-3.431375355,2.823863716,0.073499191,SPARAUR
-3.582985796,2.747059581,0.060415352,SPARAUR
-3.434481576,2.752912825,0.062860908,SPARAUR
-3.735553921,3.008375273,0.0696742,SPARAUR
-3.440533407,2.863266866,0.067810453,SPARAUR
-4.09986722,2.891188587,0.065903416,SPARAUR
-3.589589542,2.878256783,0.065418435,SPARAUR
-3.967172435,2.834204738,0.066982255,SPARAUR
-3.806452061,2.879036318,0.066121685,SPARAUR
-3.470145553,2.808343639,0.06659219,SPARAUR
-3.955465176,2.910628826,0.065539966,SPARAUR
-4.089559423,2.797520828,0.0684477,SPARAUR
-3.552767057,2.780551368,0.064576384,SPARAUR
-3.934020035,2.885244327,0.066521209,SPARAUR
-4.282301508,2.939742229,0.062639293,SPARAUR
-4.193631856,2.74873775,0.064829748,SPARAUR
-3.851116932,2.830085335,0.065503184,SPARAUR
-3.850661136,2.832959978,0.06225948,SPARAUR
-3.251148185,2.785815981,0.066935278,SPARAUR
-3.540338636,2.972572,0.064702557,SPARAUR
-3.699405424,2.74286752,0.060940517,SPARAUR
-4.070367855,2.795820983,0.069011113,SPARAUR
-3.853559947,2.778680078,0.06619909,SPARAUR
-3.665071153,2.809511851,0.061977382,SPARAUR
-4.014398153,2.940061109,0.06491983,SPARAUR
-3.650446892,2.810184863,0.065463058,SPARAUR
-4.157654243,2.771535934,0.063940252,SPARAUR
-3.741155375,2.927492546,0.064776272,SPARAUR
-3.804061383,2.904632175,0.062962225,SPARAUR
-3.766200877,2.867608891,0.068243016,SPARAUR
-4.079089962,2.918638507,0.067606353,SPARAUR
-4.116634253,2.954836218,0.063787854,SPARAUR
-3.928935214,2.958544523,0.064581035,SPARAUR
-3.805429971,2.873807785,0.066300233,SPARAUR
-3.768743761,2.739988672,0.063656807,SPARAUR
-3.999299674,2.792265603,0.066977078,SPARAUR
-3.714571159,2.870688361,0.069122729,SPARAUR
-3.664207676,2.931216569,0.066419194,SPARAUR
-3.831494229,2.791166202,0.072673093,SPARAUR
-4.076466685,2.811631942,0.068431316,SPARAUR
-3.831072925,2.937050742,0.06798957,SPARAUR
-3.689879734,2.868276315,0.064635986,SPARAUR
-3.676096845,2.838132835,0.070185278,SPARAUR
-3.649145685,2.853870329,0.065005234,SPARAUR
-3.716350118,2.820324794,0.065647207,SPARAUR
-3.761308668,2.9347044,0.059650482,SPARAUR
-3.841328281,2.800043427,0.063864794,SPARAUR
-3.550965439,2.936295958,0.065791689,SPARAUR
-3.66298878,2.804308994,0.066925194,SPARAUR
-3.563404256,2.761115251,0.064574833,SPARAUR
-4.039845009,2.81220241,0.065075883,SPARAUR
-3.605269607,2.860422557,0.073122299,SPARAUR
-3.922528947,2.897102874,0.064953694,SPARAUR
-4.347055847,2.91651638,0.063632187,SPARAUR
-4.175334961,2.815219015,0.058507359,SPARAUR
-3.847112075,2.820918742,0.066422559,SPARAUR
-4.036462255,2.836447133,0.067002105,SPARAUR
-4.338251226,3.026013713,0.063344065,LITHMOR
-4.513900303,3.027317507,0.061076813,LITHMOR
-4.480011454,3.058609969,0.059103742,LITHMOR
-4.479477418,3.078971008,0.065191333,LITHMOR
-4.421684208,3.020569625,0.07072205,LITHMOR
-4.423878337,3.022683056,0.064481998,LITHMOR
-4.526665927,3.052713985,0.062110303,LITHMOR
-4.378859201,3.099253088,0.05860971,LITHMOR
-4.503173103,2.989550325,0.065457978,LITHMOR
-4.526838313,2.993628998,0.058808963,LITHMOR
-4.572357042,3.051645488,0.06430299,LITHMOR
-4.429048057,2.987665784,0.061573808,LITHMOR
-4.572025287,3.03804269,0.059947058,LITHMOR
-4.483053444,2.989694626,0.061896063,LITHMOR
-4.540471307,2.985133972,0.065151257,LITHMOR
-4.43152848,2.946426446,0.066910775,LITHMOR
-4.548382626,2.969971548,0.064710925,LITHMOR
-4.489329378,3.009665755,0.060713884,LITHMOR
-4.502287158,3.012914782,0.063344038,LITHMOR
-4.477991104,2.973654168,0.070135458,LITHMOR
-4.549180996,3.099702103,0.059110331,LITHMOR
-4.387702411,3.071752987,0.06020788,LITHMOR
-4.400461061,3.018322741,0.061914371,LITHMOR
-4.356545611,3.050190467,0.063073344,LITHMOR
-4.431916571,3.03852194,0.06245821,LITHMOR
-4.415617916,3.006037183,0.059939635,LITHMOR
-4.503862313,3.062036481,0.062523292,LITHMOR
-4.511800667,3.033802753,0.068763134,LITHMOR
-4.540083529,3.056077273,0.068936386,LITHMOR
-4.304258245,3.007572251,0.062902233,LITHMOR
