alpha,beta,sigma,specie
-4.546835447,3.113028498,0.219192764,GOBINIG
-4.736271307,3.114670433,0.217096839,GOBINIG
-4.806740609,3.142897684,0.217398686,GOBINIG
-4.462039055,3.030184365,0.216560166,GOBINIG
-4.789527408,3.099993174,0.205313213,GOBINIG
-4.445889026,3.125197973,0.218411836,GOBINIG
-4.553297375,3.138937983,0.217664535,GOBINIG
-4.6935712,3.152940819,0.215908281,GOBINIG
-4.796611445,3.126714903,0.218045361,GOBINIG
-4.56269412,3.148218417,0.207283439,GOBINIG
-4.690079714,3.133942741,0.211930719,GOBINIG
-4.600028901,3.120158835,0.204572951,GOBINIG
-4.695558343,3.090356055,0.211107502,GOBINIG
-4.687397136,3.143984433,0.221829837,GOBINIG
-4.732956824,3.015268114,0.214224765,GOBINIG
-4.692081999,3.088325656,0.212977701,GOBINIG
-4.540851181,3.031012004,0.21314156,GOBINIG
-4.734945506,3.088600431,0.216393221,GOBINIG
-4.79982595,3.133366657,0.213809389,GOBINIG
-4.799261638,2.982417807,0.216804141,GOBINIG
-4.682667759,3.10126344,0.220528894,GOBINIG
-4.390234048,3.11694269,0.208208115,GOBINIG
-4.758150103,2.985539872,0.200114168,GOBINIG
-4.687253298,3.146420752,0.22053493,GOBINIG
-4.704792425,3.110364796,0.20319315,GOBINIG
-4.729770654,3.018113688,0.216555465,GOBINIG
-4.426136504,3.14301401,0.22799665,GOBINIG
-4.790902141,3.118670454,0.216629864,GOBINIG
-4.694138342,3.107632218,0.213155101,GOBINIG
-4.681660425,3.114229253,0.213471648,GOBINIG
-4.803139792,3.120853731,0.205656527,GOBINIG
-4.792848634,3.047026438,0.216754569,GOBINIG
-4.549699683,3.158001081,0.200566092,GOBINIG
-4.591320753,3.157622785,0.20613051,GOBINIG
-4.790108803,3.067376033,0.211338457,GOBINIG
-4.464419448,3.061856287,0.213722248,GOBINIG
-4.5179247,3.154713086,0.207108976,GOBINIG
-4.794399155,3.179318513,0.216849692,GOBINIG
-4.709892231,3.177120623,0.20441355,GOBINIG
-4.245990641,3.136696599,0.211012623,GOBINIG
-4.688189856,3.104978615,0.207281433,GOBINIG
-4.734002226,3.190435747,0.219714842,GOBINIG
-4.860860087,3.137950036,0.206534595,GOBINIG
-4.704979814,3.056716342,0.219105216,GOBINIG
-4.732998238,3.082984459,0.213074305,GOBINIG
-4.68947279,3.106125072,0.216393221,GOBINIG
-4.452101641,3.008183666,0.202161913,GOBINIG
-4.704439228,3.154994109,0.212114892,GOBINIG
-4.778092624,3.186014045,0.21781563,GOBINIG
-4.800825244,3.136494118,0.216452923,GOBINIG
-4.61303803,3.088600431,0.203546415,GOBINIG
-4.509874844,2.958875122,0.206552538,GOBINIG
-4.601789926,3.121394342,0.218382559,GOBINIG
-4.531186342,3.121493146,0.218044171,GOBINIG
-4.795632016,3.005931973,0.200804364,GOBINIG
-4.734825664,3.056098653,0.216506346,GOBINIG
-4.794609029,3.17102181,0.204381604,GOBINIG
-4.789286826,3.12095374,0.209706994,GOBINIG
-4.709353378,3.105808062,0.210120519,GOBINIG
-4.706410989,3.143469549,0.213121006,GOBINIG
-4.668576208,3.063357086,0.215066426,GOBINIG
-4.985083664,3.0560371,0.203472376,GOBINIG
-4.281733894,3.168523476,0.220354719,GOBINIG
-4.807246153,3.127198195,0.204242956,GOBINIG
-4.793183184,3.125964888,0.215145046,GOBINIG
-4.679572535,3.119457771,0.22104579,GOBINIG
-4.79744217,3.065902762,0.215227424,GOBINIG
-4.571718635,3.156911472,0.209915336,GOBINIG
-4.707806203,3.061014834,0.218593348,GOBINIG
-4.543238944,3.013373203,0.201140935,GOBINIG
-4.75929986,3.236039995,0.21797378,GOBINIG
-4.777772379,3.031074215,0.217306609,GOBINIG
-4.599140574,3.134144352,0.195477081,GOBINIG
-4.766063623,3.115670451,0.214242583,GOBINIG
-4.548376752,3.099597177,0.204070022,GOBINIG
-4.794647819,3.147366397,0.209512259,GOBINIG
-4.802244239,3.212862462,0.202498027,GOBINIG
-4.792467,3.118928973,0.21526637,GOBINIG
-4.701410697,3.125378178,0.21702657,GOBINIG
-4.792136174,3.155821306,0.215432168,GOBINIG
-3.871978574,2.855106771,0.337658648,LOPHBUD
-3.909985913,2.929979856,0.302794407,LOPHBUD
-3.933210979,2.925641918,0.300465394,LOPHBUD
-3.741707251,2.990820679,0.287072207,LOPHBUD
-4.291516873,2.872665098,0.294688963,LOPHBUD
-3.600773989,2.938060053,0.329335068,LOPHBUD
-4.451618851,3.071889249,0.295256802,LOPHBUD
-4.082797505,2.843519132,0.29477979,LOPHBUD
-3.851403622,3.064623973,0.300928876,LOPHBUD
-4.149630794,2.884993969,0.298167742,LOPHBUD
-4.035480025,2.908620511,0.297443905,LOPHBUD
-3.888653305,3.051803685,0.292285466,LOPHBUD
-4.215628696,2.993153284,0.312199608,LOPHBUD
-3.874669085,3.038559647,0.271548054,LOPHBUD
-4.548349991,2.832099147,0.334895221,LOPHBUD
-3.936172127,2.983909928,0.275175232,LOPHBUD
-4.21073705,2.975242748,0.299157904,LOPHBUD
-3.769758349,3.015610828,0.325136061,LOPHBUD
-4.165444296,2.844539199,0.317053093,LOPHBUD
-4.146922545,2.909597458,0.291298669,LOPHBUD
-3.759576897,3.000732295,0.317053093,LOPHBUD
-4.133729837,2.978753704,0.318664612,LOPHBUD
-4.221321938,2.977252743,0.292193049,LOPHBUD
-4.548016597,2.947354039,0.325760826,LOPHBUD
-4.221648676,3.000535212,0.280517924,LOPHBUD
-3.736954502,3.048056444,0.309933707,LOPHBUD
-4.159617251,3.130761896,0.316837993,LOPHBUD
-4.180994472,2.903855477,0.340787469,LOPHBUD
-4.102142006,2.912505051,0.360290267,LOPHBUD
-3.909760473,3.080323164,0.317053093,LOPHBUD
-3.659264537,2.840666579,0.278043852,LOPHBUD
-4.195551547,2.893289162,0.273264122,LOPHBUD
-3.765108296,2.849061771,0.303978282,LOPHBUD
-4.205942398,2.985886301,0.289108386,LOPHBUD
-4.2060871,2.973780889,0.290214643,LOPHBUD
-3.736954502,3.164122403,0.304378313,LOPHBUD
-4.087769535,2.966689906,0.334261709,LOPHBUD
-4.204557943,2.861195604,0.362105075,LOPHBUD
-3.74331845,2.979699976,0.311978356,LOPHBUD
-4.391740402,2.938255406,0.318663083,LOPHBUD
-3.749995315,3.013140624,0.310315327,LOPHBUD
-4.39189647,2.841138046,0.289264029,LOPHBUD
-4.240616801,2.968635097,0.283294117,LOPHBUD
-3.868941968,2.977479246,0.298089848,LOPHBUD
-3.96447702,3.073247748,0.274696525,LOPHBUD
-4.216583344,2.985918489,0.314064253,LOPHBUD
-4.313696728,3.030251156,0.33510548,LOPHBUD
-4.531331982,3.073647671,0.333961863,LOPHBUD
-4.086047569,2.961070901,0.322722569,LOPHBUD
-3.739074801,3.089279749,0.295296555,LOPHBUD
-4.1375809,3.020790507,0.334443008,LOPHBUD
-4.422722304,2.934137054,0.340591363,LOPHBUD
-4.105047339,2.841138046,0.340732898,LOPHBUD
-4.005782952,2.981108263,0.300540172,LOPHBUD
-4.18366867,2.938803678,0.320750956,LOPHBUD
-4.125793272,3.015507307,0.317053093,LOPHBUD
-4.581227026,3.021784526,0.321279516,LOPHBUD
-3.782008251,2.885731795,0.321141117,LOPHBUD
-4.045331829,3.138702363,0.284667534,LOPHBUD
-4.14646114,2.903090211,0.326152496,LOPHBUD
-4.334473348,2.998042702,0.339390486,LOPHBUD
-3.947775757,2.949448613,0.302944764,LOPHBUD
-4.624123913,3.088209612,0.310201884,LOPHBUD
-4.329328156,3.099170669,0.302794407,LOPHBUD
-4.606679296,2.848699148,0.314714247,LOPHBUD
-3.936838336,3.031912575,0.316036039,LOPHBUD
-3.898356725,3.025880443,0.336918078,LOPHBUD
-4.476158686,3.063492864,0.294095609,LOPHBUD
-4.451799026,2.954195327,0.361045841,LOPHBUD
-4.171764208,3.082912369,0.317036533,LOPHBUD
-3.870114538,2.861336166,0.362709598,LOPHBUD
-4.493743061,2.952191461,0.32146534,LOPHBUD
-4.303028118,3.037211266,0.311431303,LOPHBUD
-3.844097826,3.1078332,0.312158455,LOPHBUD
-4.052660725,3.189666219,0.274918389,LOPHBUD
-3.739074801,3.05099058,0.337947128,LOPHBUD
-4.158485615,3.090214918,0.361310499,LOPHBUD
-4.018995124,3.022749029,0.324247645,LOPHBUD
-3.727003509,2.89925992,0.320521299,LOPHBUD
-3.935805922,2.986028088,0.302794407,LOPHBUD
-4.394932453,3.086580246,0.334547756,LOPHBUD
-3.817206755,2.965860652,0.327533694,LOPHBUD
-4.340599775,2.857766754,0.300060088,LOPHBUD
-3.910907221,3.058871251,0.298991295,LOPHBUD
-4.576090528,2.923763605,0.304096668,LOPHBUD
-4.40784433,2.837449773,0.365124661,LOPHBUD
-4.509487437,2.995037597,0.332366063,LOPHBUD
-4.446387177,2.925416993,0.349883238,LOPHBUD
-4.232439357,2.942733999,0.309083504,LOPHBUD
-3.952587926,3.064700587,0.32628633,LOPHBUD
-3.752182977,2.779279234,0.317053093,LOPHBUD
-4.736581754,2.976433897,0.333218822,LOPHBUD
-4.449482174,2.873304576,0.34106508,LOPHBUD
-3.76479512,3.093597856,0.317053093,LOPHBUD
-3.924496819,2.840666579,0.304637606,LOPHBUD
-4.332278816,2.849127912,0.314776201,LOPHBUD
-4.174751832,3.071076265,0.282428831,LOPHBUD
-4.06716506,3.030750319,0.329447159,LOPHBUD
-4.448983882,2.966238008,0.301334663,LOPHBUD
-3.898984934,2.979332137,0.278018856,LOPHBUD
-0.113251434,2.477201299,0.115120824,MELIKER
-0.037090907,2.530872128,0.115360775,MELIKER
-0.021248086,2.57653899,0.115322207,MELIKER
-0.063543942,2.533093675,0.114246239,MELIKER
0.096217933,2.619483986,0.114931332,MELIKER
-0.026843257,2.604641399,0.115343923,MELIKER
-0.114578772,2.576173985,0.114138975,MELIKER
-0.230338919,2.528562169,0.115334428,MELIKER
0.155155852,2.606327709,0.114652823,MELIKER
-0.131717987,2.602045022,0.115053095,MELIKER
0.006460243,2.560225787,0.114595734,MELIKER
0.011534812,2.588418475,0.115414192,MELIKER
-0.092845905,2.62782671,0.114623025,MELIKER
-0.039368957,2.452829989,0.114521552,MELIKER
-0.15300494,2.557216414,0.114381789,MELIKER
-0.073281771,2.555695244,0.114869936,MELIKER
-0.089326954,2.519717152,0.11387976,MELIKER
-0.073129085,2.62287323,0.115060568,MELIKER
-0.130774914,2.574322699,0.114372949,MELIKER
-0.100281525,2.542282503,0.115502817,MELIKER
-0.078460528,2.596687616,0.113684012,MELIKER
-0.033524482,2.748202991,0.114250638,MELIKER
-0.001317311,2.637412708,0.115280037,MELIKER
-0.066696803,2.555814624,0.114560688,MELIKER
-0.006676906,2.659610654,0.113964776,MELIKER
-0.080511705,2.527396293,0.115139524,MELIKER
-0.042751283,2.599224592,0.115006325,MELIKER
-0.055694604,2.589184384,0.114948444,MELIKER
0.0127652,2.55687106,0.114561258,MELIKER
-0.050394407,2.521473461,0.11465305,MELIKER
-0.209883387,2.621684292,0.114519861,MELIKER
-0.120688855,2.595218245,0.114271208,MELIKER
-0.137795949,2.642338991,0.115286306,MELIKER
-0.044523488,2.534241342,0.114229371,MELIKER
-0.069592596,2.704786075,0.115244243,MELIKER
-0.064846485,2.597337861,0.113778752,MELIKER
-0.072911385,2.638765883,0.113901078,MELIKER
0.020624741,2.61648874,0.114685272,MELIKER
0.007469465,2.607318914,0.113679118,MELIKER
-0.159897275,2.529326493,0.115290418,MELIKER
-0.229643346,2.604474954,0.115074449,MELIKER
-0.079417868,2.489365108,0.114756978,MELIKER
0.009372377,2.547821932,0.114691395,MELIKER
-0.116903276,2.558638714,0.114276756,MELIKER
-0.013636645,2.490684632,0.114959382,MELIKER
0.007828142,2.586096251,0.11535087,MELIKER
-0.14261056,2.57821389,0.115779352,MELIKER
-0.097027026,2.557722741,0.114172973,MELIKER
-0.042095918,2.628860237,0.11405063,MELIKER
-0.23080971,2.58813014,0.113452845,MELIKER
-0.017650519,2.463976974,0.114461504,MELIKER
-0.21647196,2.553381537,0.114705828,MELIKER
-0.004753105,2.524347196,0.114925143,MELIKER
0.012214767,2.530019725,0.114960353,MELIKER
0.026347438,2.599614325,0.114743236,MELIKER
-0.148635143,2.472882475,0.114196835,MELIKER
-0.128852166,2.522249141,0.114720819,MELIKER
-0.082078927,2.589891812,0.114169831,MELIKER
-0.012839674,2.608223157,0.115365273,MELIKER
-0.100370659,2.483983148,0.114925226,MELIKER
-0.040684723,2.567439019,0.115209709,MELIKER
-0.10916783,2.598866285,0.113344366,MELIKER
-0.104928882,2.576370516,0.114887852,MELIKER
-0.048183761,2.620710503,0.114840197,MELIKER
-0.055618223,2.563055709,0.114455089,MELIKER
-0.043489092,2.51867456,0.114665643,MELIKER
0.018205951,2.580730681,0.115036434,MELIKER
-0.031874767,2.590892487,0.11519788,MELIKER
-0.173917161,2.595260327,0.114536926,MELIKER
-0.047578276,2.545013115,0.114971397,MELIKER
0.016585656,2.540100962,0.115141945,MELIKER
-0.081163594,2.481606686,0.116233521,MELIKER
-0.074775336,2.57935722,0.115179922,MELIKER
0.029002822,2.512558391,0.115919776,MELIKER
-0.029531629,2.530582587,0.114748652,MELIKER
-0.094120548,2.656421453,0.114147051,MELIKER
-0.111468093,2.619817688,0.115916195,MELIKER
0.141773064,2.600681032,0.115218378,MELIKER
-0.141259946,2.649675387,0.1154877,MELIKER
-0.035520242,2.53462484,0.115311906,MELIKER
0.063908288,2.540405223,0.114208036,MELIKER
0.014481271,2.552245303,0.114021211,MELIKER
-0.12740935,2.680456141,0.114711108,MELIKER
0.025624623,2.554611091,0.114939373,MELIKER
-0.090000228,2.557398407,0.113848628,MELIKER
-0.107925767,2.609536039,0.114438046,MELIKER
-0.143151064,2.60660666,0.114176958,MELIKER
0.096136638,2.539418117,0.115812135,MELIKER
-0.190551201,2.492223027,0.114208243,MELIKER
-0.046484311,2.585559911,0.115327648,MELIKER
0.046430655,2.615122828,0.114385947,MELIKER
-0.098131548,2.737984401,0.114007822,MELIKER
-0.126379694,2.502919877,0.114837098,MELIKER
-0.048296143,2.599531861,0.11386104,MELIKER
-0.401799768,2.623607454,0.116005936,MELIKER
-0.159884593,2.730655669,0.115650373,MELIKER
-0.137008217,2.615382961,0.114100115,MELIKER
-0.055095393,2.565158358,0.115607456,MELIKER
-0.095990928,2.499868258,0.11537793,MELIKER
-0.129111321,2.410100219,0.115081081,MELIKER
-5.198971762,3.115920242,0.144659682,MERLMER
-5.354166149,3.112148087,0.146275299,MERLMER
-5.236519174,3.142411626,0.148196825,MERLMER
-5.236539136,3.143188862,0.146404465,MERLMER
-5.18028969,3.102841826,0.143807032,MERLMER
-5.258518579,3.142877905,0.146289079,MERLMER
-5.274215483,3.084360497,0.149597366,MERLMER
-5.316330858,3.099272068,0.148688535,MERLMER
-5.170014243,3.124409954,0.146644798,MERLMER
-5.163253016,3.116946636,0.14809011,MERLMER
-5.229939192,3.101319162,0.148863016,MERLMER
-5.177833883,3.122265034,0.14268025,MERLMER
-5.207500861,3.113537152,0.144429868,MERLMER
-5.157758687,3.124018907,0.149275168,MERLMER
-5.19156022,3.132334157,0.148159299,MERLMER
-5.268765741,3.123363758,0.142798606,MERLMER
-5.191539935,3.108304824,0.148594915,MERLMER
-5.224655235,3.12276338,0.145705721,MERLMER
-5.15983533,3.14057196,0.143317336,MERLMER
-5.232960711,3.126100976,0.146127809,MERLMER
-5.204445096,3.102872167,0.147045583,MERLMER
-5.216484103,3.102574825,0.144797156,MERLMER
-5.091932374,3.126291341,0.146676065,MERLMER
-5.211992948,3.107758239,0.14715177,MERLMER
-5.210526713,3.12858364,0.143576501,MERLMER
-5.23468392,3.120243084,0.150811115,MERLMER
-5.211700805,3.115898062,0.147846801,MERLMER
-5.247824185,3.09553797,0.142881332,MERLMER
-5.196317641,3.129319507,0.147988204,MERLMER
-5.173996707,3.093417274,0.14573388,MERLMER
-5.261629127,3.120757276,0.143226995,MERLMER
-5.228035586,3.137519327,0.147605805,MERLMER
-5.276526231,3.122498225,0.148016739,MERLMER
-5.213687226,3.118770545,0.148872836,MERLMER
-5.257294883,3.094100643,0.147420248,MERLMER
-5.163602227,3.135456376,0.147598584,MERLMER
-5.157914585,3.109448978,0.146346451,MERLMER
-5.259501428,3.108223591,0.149367529,MERLMER
-5.210054959,3.147127842,0.147151771,MERLMER
-5.330325201,3.133476659,0.145923652,MERLMER
-5.187715589,3.085819642,0.147946686,MERLMER
-5.255502777,3.10847316,0.146058634,MERLMER
-5.235294623,3.143834618,0.150069842,MERLMER
-5.214664636,3.138145143,0.142944349,MERLMER
-5.243104101,3.129411285,0.145611686,MERLMER
-5.242731357,3.125926621,0.143938034,MERLMER
-5.22132616,3.143905683,0.146869066,MERLMER
-5.26294465,3.110062132,0.14539102,MERLMER
-5.311566816,3.118417243,0.147613306,MERLMER
-5.119711796,3.108237392,0.147064423,MERLMER
-5.202165391,3.113617547,0.142532011,MERLMER
-5.10109582,3.12376939,0.143778961,MERLMER
-5.170755036,3.104894164,0.144753221,MERLMER
-5.107095426,3.106834005,0.151739786,MERLMER
-5.261086457,3.120541324,0.144677633,MERLMER
-5.169845441,3.114367291,0.145227167,MERLMER
-5.275076148,3.127705907,0.150724884,MERLMER
-5.209903819,3.152984478,0.146379958,MERLMER
-5.254511679,3.117887259,0.14858297,MERLMER
-5.314255673,3.106547026,0.145368514,MERLMER
-5.179355562,3.102564951,0.143904677,MERLMER
-5.260569351,3.11585775,0.146908676,MERLMER
-5.22899077,3.111464299,0.146058422,MERLMER
-5.18424326,3.122749237,0.148427505,MERLMER
-5.100457943,3.097350502,0.145631574,MERLMER
-5.230435569,3.091046328,0.145821034,MERLMER
-5.144902604,3.091320207,0.143095441,MERLMER
-5.151358711,3.083020899,0.149548027,MERLMER
-5.190928201,3.115612697,0.145265503,MERLMER
-5.316434544,3.121391364,0.144044552,MERLMER
-5.230029656,3.105314063,0.147382556,MERLMER
-5.250628843,3.143632526,0.148738751,MERLMER
-5.186509681,3.088828445,0.14516682,MERLMER
-5.215574841,3.101721897,0.143850897,MERLMER
-5.211102512,3.110001101,0.14623627,MERLMER
-5.244894327,3.096549404,0.145710374,MERLMER
-5.192128242,3.091102238,0.149874126,MERLMER
-5.311231475,3.123069312,0.147373613,MERLMER
-5.30146512,3.110086635,0.145126535,MERLMER
-5.118226176,3.123918403,0.143093709,MERLMER
-5.186921162,3.091040295,0.146423503,MERLMER
-5.340826769,3.119352739,0.14855057,MERLMER
-5.197626077,3.129403846,0.14625798,MERLMER
-5.257296401,3.119341876,0.144794834,MERLMER
-5.193198531,3.082960574,0.147710319,MERLMER
-5.122896387,3.122233818,0.149370762,MERLMER
-5.305032074,3.133862084,0.144440939,MERLMER
-5.242848928,3.154754519,0.146679,MERLMER
-5.221820668,3.121004116,0.148768887,MERLMER
-5.251459352,3.097087701,0.147642021,MERLMER
-5.230911795,3.154076289,0.147463244,MERLMER
-5.285954709,3.06688408,0.148489463,MERLMER
-5.265514753,3.140300928,0.145160122,MERLMER
-5.306240409,3.119034113,0.148164634,MERLMER
-5.230330337,3.098191296,0.146914285,MERLMER
-5.177918729,3.109204491,0.146731569,MERLMER
-5.220013046,3.109962773,0.143700442,MERLMER
-5.215571916,3.131893652,0.147714004,MERLMER
-5.356969163,3.088538891,0.145768301,MERLMER
-5.132003234,3.114744329,0.148568361,MERLMER
0.056804831,2.360091663,0.142520886,PAPELON
0.056804831,2.372619614,0.14799091,PAPELON
0.038570482,2.294623858,0.14773585,PAPELON
0.044945579,2.320818814,0.147741466,PAPELON
0.026827956,2.36148781,0.145766437,PAPELON
0.049410817,2.332286025,0.144935269,PAPELON
0.138093807,2.361457729,0.145885751,PAPELON
0.056320382,2.360091663,0.147172385,PAPELON
0.056804831,2.360761782,0.145175577,PAPELON
-0.018537519,2.360091663,0.14773585,PAPELON
0.057150728,2.360091663,0.146761767,PAPELON
-0.008512415,2.366629301,0.144346448,PAPELON
0.056804831,2.361875145,0.142697927,PAPELON
0.104447223,2.295011085,0.14773585,PAPELON
0.049102849,2.328283337,0.148305003,PAPELON
0.044739476,2.328283337,0.144678829,PAPELON
-0.021393437,2.342946132,0.144775536,PAPELON
0.022746381,2.371637954,0.14773585,PAPELON
0.064569509,2.348231492,0.14773585,PAPELON
0.017554631,2.355783341,0.147136975,PAPELON
0.056804831,2.254538609,0.147741466,PAPELON
0.040449684,2.335891692,0.146805455,PAPELON
0.056804831,2.360095018,0.142205217,PAPELON
0.13674134,2.328485306,0.141851312,PAPELON
-0.007119794,2.320535048,0.144354807,PAPELON
0.045550701,2.360095018,0.14773585,PAPELON
0.056804831,2.330189046,0.144205356,PAPELON
0.107004817,2.3515856,0.146669327,PAPELON
0.135482997,2.328283337,0.14773585,PAPELON
0.024748026,2.3258235,0.144935269,PAPELON
0.135482997,2.392751141,0.145006138,PAPELON
0.074999509,2.370354005,0.144888762,PAPELON
0.068056173,2.328283337,0.143970936,PAPELON
0.06748657,2.328169979,0.14773585,PAPELON
0.133526779,2.360091663,0.14773585,PAPELON
0.056804831,2.307708869,0.145383452,PAPELON
0.135482997,2.375201762,0.144382519,PAPELON
0.076494362,2.329388321,0.140464032,PAPELON
0.052749843,2.323783615,0.144810255,PAPELON
0.056804831,2.416194684,0.146543079,PAPELON
0.029844065,2.328272279,0.142452105,PAPELON
0.135482997,2.345579045,0.14773585,PAPELON
0.135482997,2.282929213,0.142820056,PAPELON
0.136903227,2.392750433,0.145161288,PAPELON
-0.041949689,2.330205737,0.14773585,PAPELON
0.041747902,2.327718787,0.146652578,PAPELON
0.041532238,2.344342946,0.145319158,PAPELON
0.056759171,2.3896621,0.147741466,PAPELON
0.056443365,2.318127935,0.144829193,PAPELON
0.087170744,2.328283337,0.145122001,PAPELON
0.135981255,2.308885419,0.145366475,PAPELON
0.077139494,2.360091663,0.144183073,PAPELON
0.025279544,2.33520131,0.146420018,PAPELON
0.140641616,2.360091663,0.145598417,PAPELON
0.056804831,2.321693719,0.144935269,PAPELON
0.052019111,2.360095018,0.14773585,PAPELON
0.054072102,2.328169979,0.14773585,PAPELON
-0.056779009,2.360091663,0.143911049,PAPELON
0.041529052,2.328351681,0.14773585,PAPELON
0.047820806,2.328581239,0.148360894,PAPELON
0.077159702,2.327992217,0.14773585,PAPELON
0.135482997,2.328283337,0.143642048,PAPELON
0.03629693,2.328283337,0.144196063,PAPELON
0.071944072,2.282950636,0.147066985,PAPELON
0.056804831,2.356770259,0.14773585,PAPELON
0.056804831,2.360091663,0.144950857,PAPELON
0.124149419,2.326289552,0.14773585,PAPELON
0.053213523,2.329094543,0.14773585,PAPELON
0.056804831,2.348399863,0.14773585,PAPELON
0.05266205,2.360095018,0.144549237,PAPELON
0.056804831,2.312239837,0.146840969,PAPELON
0.007505828,2.34989851,0.147741466,PAPELON
0.031848237,2.311302627,0.145668449,PAPELON
0.038150879,2.334091141,0.146554009,PAPELON
-0.018805485,2.36947082,0.146118712,PAPELON
0.135981255,2.330961094,0.145206615,PAPELON
0.093085454,2.321515245,0.142173121,PAPELON
0.056804831,2.350994555,0.14773585,PAPELON
0.083620182,2.327243587,0.144408301,PAPELON
0.126368269,2.279882641,0.144733959,PAPELON
0.07030957,2.367617099,0.142228502,PAPELON
0.037283437,2.400273118,0.143913551,PAPELON
0.113979791,2.360091663,0.14608242,PAPELON
0.076088412,2.343971875,0.14696629,PAPELON
0.159861155,2.360091663,0.145646935,PAPELON
0.107004817,2.328283337,0.146916383,PAPELON
0.129666139,2.360095018,0.14773585,PAPELON
0.034592405,2.335123792,0.14773585,PAPELON
0.043139822,2.327718787,0.150629231,PAPELON
0.004206223,2.365337806,0.14294709,PAPELON
0.135482997,2.328283337,0.144935269,PAPELON
0.135482997,2.396934842,0.145954242,PAPELON
0.056804831,2.359141259,0.14773585,PAPELON
0.056804831,2.328848758,0.144408301,PAPELON
0.056804831,2.349098612,0.144306099,PAPELON
0.100902011,2.306332295,0.140855967,PAPELON
0.04764077,2.331962367,0.143554785,PAPELON
0.056804831,2.328283337,0.142694574,PAPELON
0.056804831,2.298634607,0.145836076,PAPELON
0.135482997,2.3896621,0.143460778,PAPELON
-1.264954645,2.731022853,0.161040215,PECTJAC
-1.610173078,2.86862833,0.158574215,PECTJAC
-1.403059838,2.775741632,0.157727885,PECTJAC
-1.608470954,2.700680436,0.163016025,PECTJAC
-1.845036781,2.674176445,0.160446652,PECTJAC
-1.221339823,2.729724098,0.163453692,PECTJAC
-1.612536381,2.686713669,0.162137557,PECTJAC
-1.584899895,2.711283908,0.163552035,PECTJAC
-1.420639942,2.778380654,0.161073919,PECTJAC
-1.616062258,2.79106965,0.16223215,PECTJAC
-1.206361081,2.897675225,0.162327419,PECTJAC
-1.322886559,2.799033308,0.160871112,PECTJAC
-1.364172113,2.843406336,0.16711012,PECTJAC
-1.369098767,2.777968192,0.161907813,PECTJAC
-1.437567405,2.505729821,0.158474573,PECTJAC
-1.402910714,2.763694342,0.162110136,PECTJAC
-1.347861535,2.853991756,0.162288538,PECTJAC
-1.367729871,2.76928906,0.159790765,PECTJAC
-1.130359365,2.709643196,0.162490261,PECTJAC
-1.777300377,2.780830375,0.161353064,PECTJAC
-1.224628276,2.717787777,0.163046744,PECTJAC
-1.515431928,2.841850232,0.16523149,PECTJAC
-1.334826054,2.74329736,0.158790839,PECTJAC
-1.239509211,2.819617994,0.160377795,PECTJAC
-1.462851265,2.766283454,0.16061101,PECTJAC
-1.52882516,2.749195168,0.164226001,PECTJAC
-1.425724881,2.73944198,0.160236758,PECTJAC
-1.510989237,2.665597567,0.162360796,PECTJAC
-1.444547238,2.785046095,0.160969508,PECTJAC
-1.27443096,2.912492587,0.159584168,PECTJAC
-1.249333164,2.7052837,0.161002676,PECTJAC
-1.407747057,2.69902731,0.160957104,PECTJAC
-1.407056136,2.845535579,0.163032233,PECTJAC
-1.406373826,2.727833719,0.159589954,PECTJAC
-1.20950432,2.762033269,0.161263875,PECTJAC
-1.628166749,3.048686711,0.158671586,PECTJAC
-1.435088024,2.775486746,0.160728564,PECTJAC
-1.565715257,2.698865771,0.162571198,PECTJAC
-1.489948125,2.795713532,0.164018596,PECTJAC
-1.171382741,2.708274033,0.163679463,PECTJAC
-1.291613712,2.835551397,0.162188073,PECTJAC
-1.448088373,2.88845084,0.162493109,PECTJAC
-1.350958407,2.797768025,0.163648735,PECTJAC
-1.464275321,2.779824577,0.163769397,PECTJAC
-1.498453925,2.820195747,0.160901913,PECTJAC
-1.418939475,2.724574494,0.161371593,PECTJAC
-1.532167758,2.801189448,0.156880239,PECTJAC
-1.337722437,2.813727962,0.161603145,PECTJAC
-1.563826945,2.660837079,0.160976741,PECTJAC
-1.456483914,2.735902818,0.15997228,PECTJAC
-1.270729785,2.818527771,0.163233925,PECTJAC
-1.569091058,2.714706655,0.159547534,PECTJAC
-1.347766441,2.698024541,0.159943213,PECTJAC
-1.654045188,2.751588957,0.164467184,PECTJAC
-1.513089413,2.869597963,0.159695798,PECTJAC
-1.664132236,2.733037438,0.16341535,PECTJAC
-1.366510149,2.782449264,0.163806112,PECTJAC
-1.32695491,2.78668878,0.160738512,PECTJAC
-1.262081983,2.838352341,0.160148666,PECTJAC
-1.323636568,2.725800783,0.162877593,PECTJAC
-1.582784722,2.667655902,0.163517451,PECTJAC
-1.457339242,2.781983853,0.160152142,PECTJAC
-1.530413349,2.660596443,0.159731634,PECTJAC
-1.499298662,2.844908727,0.161303396,PECTJAC
-1.354411027,2.796843878,0.160684242,PECTJAC
-1.503924022,2.676225468,0.161499834,PECTJAC
-1.391812096,2.756510165,0.165093215,PECTJAC
-1.584221534,2.696746841,0.162629376,PECTJAC
-1.408883676,2.637673248,0.159291681,PECTJAC
-1.45921635,3.019316607,0.164775322,PECTJAC
